sscod;BELGIQUE;ALLEMAGNE;DANEMARK;ESPAGNE;FINLANDE;FRANCE;ROYAUME_UNI;GRECE;IRLANDE;PORTUGAL;SLOVENIE;ROUMANIE;TURQUIE;INDE;JAPON;ISRAEL;CONGO_/REP.DEM/;ALGERIE;MAROC;TUNISIE;TOTAL_AFRIQUE;TOTAL_(AVEC_REFUGIES)
21001A00-;1855;1;1;82;0;46;3;9;0;32;0;16;35;0;0;0;27;6;199;1;295;2607
21001A011;1622;;0;67;0;26;1;16;0;39;0;21;24;0;0;0;22;2;190;8;255;2302
21001A02-;432;1;0;2;0;20;1;17;0;4;0;21;13;1;0;0;19;4;78;6;114;706
21001A031;1237;3;0;27;0;42;0;19;0;24;0;11;11;0;0;0;11;13;96;3;143;1649
21001A041;1778;2;0;56;0;69;3;8;0;39;0;43;15;0;0;0;7;3;64;1;93;2292
21001A051;957;2;0;17;0;27;2;24;0;21;0;7;9;1;1;0;12;3;34;1;64;1231
21001A07-;186;1;0;2;0;4;0;0;0;10;0;5;3;5;0;0;1;5;58;0;73;330
21001A08-;;;;;;;;;;;;;;;;;;;;;;8
21001A10-;661;;0;22;0;10;2;5;0;7;0;4;5;0;0;0;8;0;15;1;31;820
21001A112;1693;1;1;35;0;53;0;24;0;115;0;39;10;4;0;0;13;14;212;4;265;2449
21001A120;1974;4;1;79;0;75;3;27;0;31;0;13;33;1;0;0;19;9;194;5;254;2711
21001A132;639;;0;26;0;24;0;10;0;20;0;4;2;0;0;0;2;0;56;6;76;901
21001A142;791;3;0;23;0;37;2;5;0;18;0;7;3;2;0;0;0;0;35;1;49;1051
21001A152;939;2;0;34;0;21;6;5;1;11;0;13;5;0;0;0;7;3;44;2;64;1199
21001A3MJ;;;;;;;;;;;;;;;;;;;;;;8
21001A30-;1749;;0;65;0;29;2;16;1;54;1;15;22;0;0;0;16;4;77;1;141;2318
21001A31-;962;;0;57;0;22;3;13;1;30;0;1;7;3;0;0;9;1;38;1;53;1253
21001A32-;2359;2;0;88;1;47;4;20;0;36;0;0;5;0;0;0;24;3;34;3;79;2837
21001A332;836;;0;24;0;16;1;15;0;9;0;2;7;0;0;0;13;2;39;0;80;1070
21001A34-;1775;5;0;45;0;36;2;4;0;29;0;5;4;0;0;0;4;2;35;5;61;2061
21001A350;866;;0;18;0;31;1;6;0;48;0;2;4;0;0;0;6;2;29;2;67;1117
21001A37-;20;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;25
21001A401;454;1;0;2;1;6;1;10;0;7;3;3;3;0;0;0;2;0;1;0;4;509
21001A41-;1968;;0;41;0;37;0;7;0;5;0;8;3;0;1;0;12;1;13;1;31;2173
21001A42-;454;1;0;13;0;5;0;17;0;0;0;5;0;0;0;0;3;3;2;0;13;547
21001A43-;995;2;1;28;0;28;2;7;0;14;0;3;3;0;0;0;3;2;20;3;38;1189
21001A441;1569;2;0;45;0;37;2;12;1;32;0;3;10;0;0;0;10;3;48;1;80;1916
21001A451;1133;1;0;42;0;15;7;3;0;30;0;4;4;1;0;0;11;2;19;0;55;1374
21001A472;167;;0;6;0;5;0;0;0;0;0;3;1;0;0;0;2;1;6;0;13;227
21001A492;97;;0;0;0;6;0;1;0;0;0;0;0;0;0;0;7;0;1;0;8;121
21001A503;1294;3;0;21;0;40;0;10;0;14;0;2;0;0;0;0;16;2;7;1;32;1469
21001A51-;1318;1;0;13;0;18;2;1;1;2;0;0;2;0;0;0;4;0;4;0;11;1426
21001A52-;445;2;0;9;0;4;1;3;0;1;0;6;0;0;0;0;3;1;2;0;8;494
21001A53-;291;3;0;13;0;7;4;2;0;5;0;0;0;0;1;0;0;0;1;0;2;345
21001A552;610;;0;20;0;12;2;21;0;17;0;2;1;0;0;0;2;0;16;1;21;753
21001A712;554;1;0;24;0;11;0;16;0;10;0;1;17;0;0;0;9;2;43;2;61;759
21001A72-;2036;5;0;42;1;43;4;23;0;37;0;7;5;0;0;0;15;12;196;4;245;2686
21001A732;216;2;0;3;0;6;1;3;0;2;0;0;3;0;0;0;0;0;4;0;4;245
21001A74-;1841;5;0;68;1;36;0;11;0;42;0;12;13;0;0;0;10;6;98;1;125;2315
21001A783;;;;;;;;;;;;;;;;;;;;;;6
21001A80-;2250;2;0;43;0;41;4;36;0;15;0;5;8;0;0;0;3;2;28;2;44;2557
21001A81-;1122;;0;24;0;22;1;14;0;13;0;0;1;0;0;1;11;0;6;0;17;1253
21001A82-;1394;1;0;27;0;32;3;5;1;4;0;0;0;0;0;0;11;4;24;0;43;1551
21001A83-;2505;;0;84;0;39;3;13;0;11;0;5;0;0;0;0;21;7;241;2;301;3035
21001A84-;631;;0;16;0;16;0;14;1;9;0;10;2;0;0;0;1;0;16;3;24;780
21001A85-;376;1;0;6;0;7;1;4;0;0;0;2;3;0;0;0;0;0;14;0;17;471
21001A90-;1412;;0;58;0;29;2;47;0;13;0;5;3;2;0;0;2;2;72;1;86;1768
21001A911;1550;3;0;43;0;34;1;8;0;14;0;5;20;6;0;0;7;5;137;8;179;1992
21001A92-;2313;;0;88;1;48;2;39;1;33;0;14;9;0;0;0;6;4;84;1;108;2863
21001A931;1121;1;0;24;0;51;0;28;0;29;0;31;16;8;0;0;23;5;123;0;165;1601
21001A941;1503;1;0;53;0;23;2;17;0;43;0;5;0;0;0;0;17;2;37;1;73;1851
21001A95-;2178;3;0;94;0;29;0;21;0;31;0;3;10;0;0;0;10;11;35;3;63;2601
21001A982;;;;;;;;;;;;;;;;;;;;;;6
21001B10-;1360;1;0;21;0;23;10;2;0;27;0;10;21;0;0;4;18;5;352;4;440;2098
21001B11-;343;4;0;19;0;8;0;2;0;0;0;41;10;0;0;0;12;3;94;4;132;630
21001B17-;348;;0;4;0;4;0;2;0;14;0;3;1;0;0;0;10;2;101;2;127;589
21001B20-;2545;1;0;113;0;67;11;60;0;84;0;60;89;4;0;1;54;11;517;10;713;4267
21001B21-;1482;3;0;82;0;46;3;21;1;133;0;31;45;4;0;0;8;16;391;6;501;2703
21001B22-;459;5;1;29;0;45;4;10;0;108;3;8;3;0;0;0;12;5;61;5;113;944
21001B23-;647;3;0;23;0;21;10;21;0;77;0;2;13;1;0;0;10;1;55;2;102;1101
21001B241;703;2;0;32;0;19;1;57;0;22;1;25;27;0;0;1;35;2;110;6;220;1317
21001B25-;1862;2;0;23;0;41;1;70;1;60;0;37;153;0;0;0;29;8;390;3;498;3135
21001B3MJ;67;;0;1;0;5;0;0;0;3;0;0;2;0;0;0;0;0;1;0;2;99
21001B31-;626;;0;9;0;10;0;0;0;6;0;0;1;0;0;1;5;2;132;2;149;843
21001B321;917;2;0;29;0;21;0;24;0;110;0;22;20;0;0;0;13;4;166;2;215;1562
21001B332;796;1;0;13;0;20;0;6;0;11;0;5;1;0;0;0;9;7;109;1;141;1037
21001B372;32;;0;0;0;0;7;0;0;1;0;0;2;0;0;0;0;8;7;0;18;67
21001C5MA;;;;;;;;;;;;;;;;;;;;;;13
21001C5PA;26;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
21001C512;1359;;0;20;0;30;2;3;0;11;0;2;0;0;0;0;2;0;17;0;20;1479
21001C522;79;2;0;4;0;71;0;0;0;2;0;6;0;0;0;0;2;2;10;2;44;243
21001C581;35;1;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;41
21001C6PB;429;;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;458
21001C611;451;;0;9;0;5;0;4;0;9;0;0;2;0;0;0;1;1;1;0;3;497
21001C70-;184;;0;0;0;3;0;3;0;1;0;0;0;0;0;0;0;1;4;0;5;202
21001C71-;1268;1;0;18;0;38;1;4;0;14;0;1;1;0;2;0;4;1;36;0;42;1435
21001C79-;112;;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;126
21002A00-;774;6;6;12;0;35;6;4;7;21;0;6;1;1;12;0;0;0;2;0;3;941
21002A01-;525;7;3;3;1;32;12;0;8;14;1;1;1;0;0;0;2;0;0;0;5;644
21002A02-;633;13;6;14;1;41;12;5;3;15;0;0;1;2;48;0;1;0;1;0;6;865
21002A030;1365;7;3;32;6;52;17;2;4;13;0;3;1;0;48;0;3;3;4;1;20;1649
21002A041;420;6;3;0;0;25;5;3;1;10;0;1;0;1;14;0;0;0;1;1;6;512
21002A072;64;;0;0;0;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;86
21002A10-;2124;18;3;22;3;86;9;4;6;14;0;1;3;4;35;0;26;2;10;1;50;2492
21002A11-;836;1;3;4;2;27;10;0;2;1;0;1;0;0;5;0;0;0;4;0;6;933
21002A12-;1198;18;4;17;4;69;21;10;4;5;0;5;1;0;34;0;2;0;1;0;8;1446
21002A130;989;21;17;27;0;52;14;22;0;0;0;0;0;0;39;0;0;0;0;1;1;1259
21002A14-;308;9;0;1;5;10;6;2;0;5;0;0;0;0;3;0;0;0;2;0;4;364
21002A15-;128;1;0;0;0;6;1;2;0;5;0;0;0;0;1;0;0;0;0;0;0;150
21002A18-;;;;;;;;;;;;;;;;;;;;;;13
21002A190;34;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
21002A20-;908;7;0;15;0;39;15;2;2;13;0;0;0;4;11;0;8;0;12;1;30;1103
21002A21-;2218;19;1;58;11;123;31;17;13;35;0;15;2;0;36;1;16;5;7;0;42;2825
21002A22-;632;33;8;17;7;32;9;16;9;8;0;3;0;0;16;1;1;0;3;0;5;850
21002A23-;1017;17;4;15;2;74;10;2;1;18;0;0;1;1;18;0;11;1;6;2;23;1276
21002A24-;1001;2;2;12;3;58;6;7;2;15;0;3;0;1;8;0;4;1;7;2;16;1218
21002A25-;1038;14;3;29;2;49;14;16;1;9;4;18;0;3;15;0;6;0;6;2;15;1326
21002A30-;761;2;0;19;0;36;4;3;2;14;0;1;3;1;8;1;15;2;14;1;61;1035
21002A311;722;5;1;5;1;50;10;11;3;11;0;4;0;0;0;0;9;1;6;2;43;961
21002A372;130;6;1;3;0;17;3;1;0;2;0;0;0;0;1;0;0;0;2;0;6;201
21002A411;469;13;1;8;2;34;8;5;1;6;0;0;0;0;12;0;0;1;1;1;3;612
21002A422;69;5;3;0;0;12;2;0;0;0;0;1;0;0;2;0;0;0;0;0;0;127
21002A43-;500;2;0;15;5;48;9;4;1;21;1;2;0;1;93;0;3;1;4;0;11;846
21002A441;802;5;2;25;5;61;30;11;1;8;0;0;0;0;16;0;0;0;0;0;6;1113
21002A45-;692;13;1;6;1;25;12;10;0;2;0;1;0;0;0;0;2;0;0;0;7;831
21002A482;17;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;20
21002A492;;;;;;;;;;;;;;;;;;;;;;3
21002A511;1394;8;6;30;1;76;34;18;4;30;0;1;0;1;90;0;3;0;3;3;19;1838
21002A52-;439;1;2;8;1;29;7;1;0;5;0;0;0;4;37;0;0;0;1;0;1;587
21002A53-;958;11;2;11;1;35;10;18;1;18;5;3;0;0;97;0;7;2;1;0;16;1237
21003A0AJ;753;;0;20;0;9;0;3;0;1;0;0;0;0;0;0;19;1;24;0;57;884
21003A00-;1954;3;3;40;0;52;1;13;0;11;0;9;12;0;0;0;14;4;60;1;89;2279
21003A011;948;1;0;30;0;11;0;13;6;7;0;5;1;0;0;0;8;11;29;0;57;1152
21003A02-;2201;7;0;29;1;55;10;8;4;22;0;2;1;1;0;0;11;6;52;1;81;2539
21003A03-;1434;;0;25;0;23;3;15;0;15;0;4;6;0;0;0;11;0;37;2;59;1653
21003A04-;870;1;1;13;0;14;0;1;0;0;0;2;1;0;1;0;6;0;13;0;22;954
21003A05-;1420;3;0;22;0;26;3;6;0;8;0;5;5;0;0;0;11;2;33;2;55;1638
21003A10-;2304;7;1;67;1;75;6;3;0;24;0;13;10;0;0;0;25;5;61;3;107;2793
21003A11-;536;1;0;4;0;4;0;2;0;8;0;0;2;0;0;0;4;1;16;0;27;599
21003A2MJ;220;;0;10;0;4;0;1;0;1;0;0;0;0;0;0;12;2;15;0;30;286
21003A212;404;1;0;3;0;21;0;7;0;11;0;6;7;0;0;0;6;1;19;0;28;519
21003A283;89;;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;2;100
21003A312;1672;1;0;17;1;20;5;2;1;0;2;9;0;0;0;0;0;1;15;1;17;1827
21003A323;768;;0;9;0;7;0;11;1;2;0;17;0;0;0;0;10;0;14;0;26;875
21003A331;502;1;0;5;0;7;1;6;0;7;0;0;0;0;0;0;1;0;9;0;12;569
21003A342;727;;0;20;0;14;2;8;0;0;0;0;2;1;0;0;0;0;5;1;6;801
21003A38-;189;;0;3;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;202
21003A41-;574;;0;4;0;9;0;1;0;8;0;1;0;1;0;0;12;0;11;0;26;647
21004A001;438;13;6;18;6;64;17;17;3;13;0;5;1;5;1;0;2;4;19;1;32;746
21004A002;252;7;0;24;0;44;7;2;2;4;0;0;0;0;0;0;1;2;5;1;9;419
21004A01-;361;1;1;21;3;66;20;12;2;8;0;1;1;2;3;0;1;0;4;0;13;621
21004A02-;1026;15;3;43;1;76;16;21;4;14;3;4;6;0;1;0;12;7;183;6;230;1607
21004A03-;1041;12;2;47;0;101;19;13;3;9;1;14;2;1;7;2;24;8;128;9;207;1670
21004A04-;594;7;3;32;1;38;8;5;3;11;0;5;5;0;0;0;7;1;58;1;88;870
21004A1MJ;;;;;;;;;;;;;;;;;;;;;;11
21004A10-;58;2;0;0;0;6;2;0;0;1;0;0;0;0;2;0;0;1;0;0;1;88
21004A12-;63;;0;9;0;12;1;2;0;8;0;0;0;0;0;0;3;0;2;0;5;153
21004A13-;374;17;8;20;1;80;16;8;2;11;1;5;3;0;4;0;0;0;2;0;7;698
21004A14-;1046;24;2;50;9;146;40;10;5;10;0;11;3;2;6;1;9;2;82;2;111;1711
21004A15-;257;2;2;3;1;19;1;1;0;0;1;4;0;0;0;2;5;1;14;1;33;355
21004A16-;1410;9;0;41;0;50;2;1;4;18;0;12;1;0;3;0;23;7;136;5;206;1891
21004A19-;38;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
21004A20-;1379;32;6;62;6;148;31;20;6;17;0;19;5;6;3;1;9;6;34;5;82;2136
21004A21-;3881;24;1;173;0;86;13;10;2;16;0;26;4;2;4;6;50;24;1065;32;1349;6041
21004A22-;2182;9;1;128;2;108;12;17;2;29;1;13;6;1;1;0;45;6;369;4;488;3294
21004A23-;1935;16;0;76;3;83;15;14;2;19;0;15;10;0;3;1;14;10;224;4;308;2681
21004A24-;1992;21;11;45;4;130;29;19;2;10;0;48;15;4;7;7;18;3;284;16;425;3053
21004A25-;1130;26;4;51;7;91;18;15;2;15;1;9;8;2;4;0;13;5;49;3;107;1711
21004A3MJ;15;3;0;4;1;0;1;1;0;1;0;2;2;0;1;0;0;0;0;0;0;38
21004A30-;;;;;;;;;;;;;;;;;;;;;;8
21004A32-;398;5;2;19;1;14;9;1;0;3;0;3;1;2;1;0;4;2;21;3;37;543
21004A33-;1101;19;2;62;6;119;21;1;4;10;2;14;15;8;4;0;18;2;36;4;86;1720
21004A34-;452;11;0;22;3;61;15;10;1;11;0;3;1;4;1;0;7;4;21;4;46;781
21004A35-;423;6;0;12;1;35;4;5;0;4;0;8;2;2;0;1;2;2;15;0;36;642
21004A70-;2967;6;1;142;1;86;11;11;1;95;0;17;6;2;0;0;39;14;582;9;738;4318
21004A71-;888;11;1;37;0;93;6;1;0;9;0;18;1;0;2;0;14;0;50;1;82;1262
21004A72-;816;2;0;54;0;14;0;3;0;17;0;11;1;0;0;0;9;2;166;9;210;1184
21004A811;1452;2;2;34;2;79;24;35;6;2;1;10;6;1;0;0;16;2;151;6;213;2029
21004A822;168;1;0;8;0;11;2;5;0;5;0;9;0;0;0;0;3;2;20;3;41;295
21004A83-;729;5;1;21;2;49;9;5;1;6;0;15;7;0;0;1;15;5;48;9;95;1076
21004B10-;191;7;1;18;0;29;13;1;1;21;0;22;2;0;1;0;3;1;7;0;12;369
21004B112;13;;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;22
21004B13-;155;7;0;13;6;21;10;3;4;10;3;1;0;0;2;0;5;0;5;1;17;297
21004B2MJ;117;9;4;16;4;19;12;8;3;5;1;12;1;1;2;2;1;0;0;0;9;316
21004B2WJ;55;8;0;1;3;7;2;0;6;11;2;0;0;0;0;1;4;0;0;2;8;142
21004B293;66;4;0;8;0;10;5;3;3;3;2;1;0;0;2;0;1;0;1;0;2;123
21004B411;614;48;5;44;8;69;36;9;13;7;4;5;13;3;1;0;11;2;30;2;51;1220
21004B421;1216;16;28;88;30;217;119;54;23;42;16;37;39;28;7;1;17;3;47;8;101;2762
21004B43-;2569;13;18;113;50;271;128;42;20;75;7;50;27;11;9;0;31;3;75;5;146;4510
21004B44-;1023;14;15;105;25;176;113;69;63;56;12;27;10;18;10;0;10;8;6;2;34;2432
21004B45-;620;62;5;59;18;100;39;19;7;38;2;16;4;2;9;0;50;3;12;15;190;1472
21004B49-;;;;;;;;;;;;;;;;;;;;;;18
21004C501;260;4;0;20;2;73;15;9;1;12;0;0;0;0;5;1;2;0;2;0;5;486
21004C51-;470;18;1;28;4;88;21;15;3;23;0;3;3;0;11;4;5;0;6;2;14;858
21004C52-;462;1;5;32;2;98;35;14;5;33;0;1;1;0;4;0;6;3;3;2;19;836
21004C53-;351;18;2;15;4;90;22;10;6;32;0;2;2;4;8;5;4;0;10;0;16;714
21004C54-;661;43;21;39;6;156;43;21;12;37;2;7;7;11;2;0;5;0;6;1;20;1369
21004C552;717;7;5;33;11;122;30;12;5;52;0;8;8;26;5;7;17;1;10;1;30;1350
21004C61-;431;17;2;5;8;61;15;15;2;15;0;1;1;5;3;0;4;2;10;3;28;698
21004C62-;382;11;1;29;1;40;5;13;2;8;0;2;2;2;2;0;1;0;2;0;6;630
21004C63-;658;15;5;18;5;69;20;29;3;35;0;1;21;9;9;0;3;0;1;0;27;1051
21004C642;127;2;0;4;0;31;5;3;2;15;0;1;0;1;32;0;0;1;1;3;16;303
21004C65-;180;14;4;12;0;41;10;2;1;5;5;0;0;1;2;0;0;0;0;0;0;300
21004D6MJ;19;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23
21004D6NJ;77;;0;0;0;5;0;1;0;0;0;1;0;0;0;0;2;0;3;0;6;100
21004D600;817;1;0;11;0;27;0;32;0;8;0;0;5;0;0;0;5;11;97;0;119;1049
21004D610;1676;2;0;11;2;49;5;68;0;3;0;2;7;0;0;0;33;15;199;4;291;2201
21004D62-;1925;1;0;28;0;37;0;60;0;0;0;34;329;4;0;2;32;4;299;2;394;3088
21004D631;50;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;0;5;61
21004D64-;577;1;0;3;0;22;2;10;0;12;0;5;54;1;0;0;11;1;89;1;107;844
21004D672;812;2;0;11;0;25;4;21;0;15;0;4;12;0;0;0;24;2;38;3;105;1157
2,1E+105;1306;2;1;15;0;37;1;8;0;5;0;18;21;0;5;0;8;3;152;2;166;1667
2,1E+116;338;2;0;7;0;8;1;0;0;1;0;3;23;0;0;0;1;2;31;2;39;447
21004E12-;3690;8;0;62;0;70;11;31;0;20;0;79;61;2;0;0;54;29;306;2;430;4721
2,1E+134;3458;1;0;56;2;85;8;24;7;27;0;56;42;3;0;0;26;8;170;4;237;4283
21004E14-;1754;1;1;21;0;48;4;9;1;14;0;19;22;3;0;0;11;12;99;9;156;2181
2,1E+184;27;;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;38
2,1E+205;3875;9;0;80;1;83;17;68;1;12;0;13;22;1;1;0;39;9;51;3;121;4589
2,1E+215;494;;0;10;0;14;2;6;0;0;1;2;8;0;0;0;1;0;21;1;29;614
2,1E+226;2067;1;1;25;0;33;5;8;1;12;0;1;0;0;1;0;28;0;15;2;50;2314
2,1E+237;581;3;0;4;0;9;2;1;0;3;0;1;5;3;1;0;1;2;6;0;11;656
2,1E+296;;;;;;;;;;;;;;;;;;;;;;3
21004E70-;3329;7;0;35;1;81;6;31;0;7;1;58;204;3;0;0;32;21;432;9;530;4718
21004E72-;3496;2;0;55;0;95;3;30;0;1;0;33;248;3;0;1;40;28;615;10;720;5000
21004E73-;2263;9;1;32;1;75;7;27;0;22;0;54;81;3;0;0;40;11;367;7;455;3313
21004E74-;5051;16;1;38;1;139;14;41;2;28;2;127;141;2;0;0;91;27;500;7;682;6884
21004E8MJ;120;;0;1;0;3;1;1;0;1;0;0;1;0;0;0;3;0;2;0;5;136
21004E8NJ;0;;0;0;0;103;0;0;0;0;0;1;0;0;0;0;0;0;1;3;8;118
21004E800;994;6;0;9;0;16;5;3;0;3;0;2;1;0;0;0;7;1;7;0;20;1103
21004E81-;982;2;0;14;0;21;1;7;0;1;0;6;8;0;1;0;1;1;22;4;30;1139
21004E82-;2645;;0;27;0;42;3;9;0;3;0;1;5;1;0;0;20;5;113;3;155;2981
21004E83-;3159;15;0;45;2;94;12;21;5;17;0;13;7;1;1;0;24;5;78;16;143;3749
21004F511;1438;2;0;28;0;22;2;33;1;12;0;4;1;0;0;0;12;0;27;2;43;1684
21004F522;1951;11;2;5;1;44;5;22;0;2;0;0;3;0;1;0;6;2;9;0;19;2155
21004F531;2084;3;0;30;0;28;2;14;0;20;0;6;2;0;1;0;21;1;30;0;63;2347
21004F572;27;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
21004F9MJ;238;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0;4;245
21004F901;1148;7;0;21;1;27;1;8;0;6;0;0;1;1;0;0;7;1;17;1;31;1325
21004F91-;1859;9;4;30;0;19;2;37;0;4;0;0;8;0;1;0;9;1;18;1;31;2123
21004F922;2089;7;0;28;0;48;2;31;1;16;0;4;14;0;0;0;8;3;52;1;70;2448
21004F930;1568;;0;11;0;42;0;17;0;5;0;0;5;0;0;0;32;6;138;3;211;1940
21004F94-;584;;0;5;0;10;0;2;0;0;0;0;0;0;0;0;4;0;46;0;50;658
21004F953;821;1;0;30;0;7;2;13;0;0;0;1;0;0;0;0;0;0;7;0;7;914
21004F970;90;1;0;1;0;5;0;0;0;0;0;0;1;0;0;0;0;0;8;0;8;108
21004F994;98;;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;108
21004G3MJ;239;;0;6;0;2;1;0;0;1;0;6;2;0;0;0;0;0;12;0;13;287
21004G3NJ;137;1;0;0;0;13;0;1;0;0;0;0;1;0;0;0;2;0;0;0;2;168
21004G30-;1918;3;0;46;0;26;1;5;0;36;0;0;8;0;2;1;7;0;32;0;40;2160
21004G310;624;2;1;16;0;2;1;0;0;17;0;0;5;0;0;0;0;0;18;0;22;718
21004G321;729;4;0;7;0;17;1;0;0;8;0;2;3;0;0;0;5;3;6;0;16;824
21004G371;;;;;;;;;;;;;;;;;;;;;;4
21005A00-;1752;95;26;92;27;274;93;21;23;64;9;24;13;11;3;6;15;5;37;3;78;3123
21005A01-;1785;68;24;115;39;354;84;58;20;45;6;26;8;27;3;3;10;4;35;5;76;3403
21005A02-;1480;46;7;54;20;208;47;18;18;56;9;16;8;4;6;0;14;3;43;3;94;2494
21005A031;942;19;7;61;4;70;15;19;12;26;1;11;6;0;2;2;12;3;17;2;48;1394
21005A042;2561;55;2;52;10;228;37;14;4;82;3;24;9;12;0;0;29;11;116;6;238;3841
21005A051;2681;48;14;85;14;204;33;24;10;74;4;30;3;16;3;0;25;2;63;5;138;3912
21005A082;40;8;1;8;11;18;10;0;3;7;0;0;0;0;12;3;0;0;1;0;1;194
21005A10-;2454;18;5;53;0;119;22;5;14;36;3;14;5;3;2;0;11;15;59;4;129;3213
21005A11-;2140;46;3;45;12;126;35;30;6;49;2;18;4;29;2;2;18;2;26;6;77;2905
21005A12-;3887;43;7;82;7;286;43;36;20;124;4;26;17;9;4;0;55;13;126;6;318;5778
21005A13-;905;23;8;16;1;85;16;4;5;32;2;17;6;9;0;0;6;3;23;0;58;1407
21005A14-;1614;114;8;96;33;274;88;29;17;72;1;10;2;2;8;1;3;4;12;11;49;2847
21005A15-;1108;36;12;59;28;118;47;17;6;49;1;10;2;13;6;0;7;1;6;4;39;1760
21005A20-;739;62;12;53;13;171;82;27;18;36;3;6;5;2;11;1;6;1;6;4;25;1625
21005A21-;325;29;1;44;3;67;27;18;6;21;4;8;1;1;1;0;1;0;1;1;5;684
21005A22-;574;41;2;28;9;87;35;10;8;15;0;2;0;0;2;0;3;3;6;1;16;957
21005A311;698;7;0;38;2;42;14;10;6;24;7;5;1;2;4;0;1;5;7;0;19;981
21005A322;314;;0;0;0;10;0;1;0;0;0;0;1;0;0;0;1;0;8;2;13;354
21005A33-;894;12;1;12;1;73;13;16;1;50;0;4;0;1;4;1;2;5;5;4;30;1274
21006A001;2083;8;0;15;0;44;7;4;1;24;0;8;10;0;3;0;29;1;78;3;125;2493
21006A011;2103;12;0;39;0;45;8;7;0;17;0;4;51;0;1;0;17;3;55;1;80;2518
21006A02-;530;1;0;3;0;13;0;1;0;10;0;0;4;0;0;0;14;0;24;0;40;617
21006A03-;789;;0;7;0;15;3;0;0;2;0;3;4;1;0;0;9;0;7;2;25;876
21006A042;781;9;0;9;0;19;5;3;0;17;0;1;6;0;0;0;7;0;23;1;39;955
21006A052;1878;5;0;11;0;35;1;10;0;10;0;10;24;0;0;0;9;4;43;1;64;2229
21006A094;87;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89
21006A101;3182;7;0;30;0;67;8;7;0;45;0;21;38;5;1;0;49;6;67;1;149;3870
21006A11-;732;3;2;14;0;18;2;5;0;5;0;2;6;2;0;4;22;0;8;0;30;857
21006A12-;644;3;0;6;0;4;0;0;0;1;0;0;2;1;0;0;18;2;30;1;60;736
21006A13-;1040;1;0;7;0;32;6;6;0;1;0;0;5;0;1;0;20;0;8;1;42;1216
21006A142;895;3;0;10;0;22;5;2;0;12;0;3;12;0;0;0;6;0;20;0;30;1060
21006A153;765;5;0;8;0;29;4;6;0;9;0;5;10;0;1;1;13;1;15;0;34;1001
21006A171;171;;0;0;0;1;1;0;0;6;0;0;0;0;0;0;2;0;4;0;11;203
21006A201;1682;16;0;26;0;43;14;14;5;46;0;8;8;1;0;0;8;1;25;4;44;2058
21006A21-;794;;1;27;0;31;8;0;0;18;0;9;4;0;1;0;1;2;53;0;59;1010
21006A22-;1678;8;0;34;0;41;8;21;0;14;0;6;19;32;0;0;36;2;8;2;53;2041
21006A23-;1943;9;2;38;3;68;20;8;2;34;3;22;13;101;8;1;14;2;43;1;74;2550
21006A24-;356;;0;1;0;2;0;0;0;3;0;0;1;0;0;0;2;0;14;0;16;381
21006A25-;953;2;0;4;0;6;0;4;0;1;0;0;3;0;0;0;5;0;30;0;37;1026
21006A272;;;;;;;;;;;;;;;;;;;;;;5
21006A312;275;4;0;4;0;14;2;2;0;1;0;1;0;3;2;0;1;0;6;0;9;367
21006A323;898;;0;9;0;12;0;0;0;3;0;1;0;0;0;0;16;2;16;0;40;990
21006A37-;173;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185
21006A403;975;5;0;2;0;13;1;2;0;14;0;3;9;2;0;0;11;0;7;2;26;1114
21006A414;1464;28;3;52;3;51;14;9;2;29;0;9;13;16;5;0;10;1;8;0;27;1924
21006A474;169;;0;1;0;0;2;0;0;3;0;2;2;0;0;0;2;1;1;0;4;187
21006A48-;31;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;32
21006A515;782;2;0;3;0;19;2;3;1;0;0;3;10;0;1;0;10;0;70;1;88;999
