LOY;LOYm2;Q11;INSSEC;annee_enquete;Q12;etat_2000_dbl_vitr;Q33;deuxieme_salle_bain;nbre_garage;convecteur;abs_regul_thermique;abs_espace_recreatif;abs_eau_chaude;rangement;etat_a_installation_elec;etat_b_installation_gaz;etat_c_evacuation_gaz;etat_d_chauffe_eau;etat_e_plomberie;etat_f_chassis;etat_g_isolation_thermique;etat_h_isolation_sonore;etat_i_chauffage;etat_j_escalier;etat_k_revetements_sol;etat_l_peintures_interieures;etat_m_cuisine;etat_n_sanitaires;etat_o_espaces_communs;REV;Q67a;Q67b;Q67c;Q67d;Q67e;Q14;m2;type_logement;type_logement2
1400;8.235294117647058;170;21004E74-;2020;Appartement4;3;4;1;1;1;0;0;0;1;5;5;5;5;5;5;5;4;5;5;5;3;3;4;5;Plus de 3500 €;2;1;0;1;0;4;170;Appartement4;Appartement4
700;8.75;80;21004E74-;2020;Appartement2;2;3;0;0;0;0;1;0;1;4;4;4;4;3;3;3;3;4;3;4;3;3;3;3;Refus de répondre;1;1;0;1;0;2;80;Appartement2;Appartement2
800;5.797101449275362;138;21004E74-;2020;Appartement3;1;4;0;0;0;0;0;0;1;4;4;4;4;4;4;3;4;5;4;5;3;3;4;3;De 1001 € à 1500 €;0;0;0;0;0;3;138;Appartement3;Appartement3
693.09;7.7010000000000005;90;21004E74-;2020;Appartement1;2;3;0;0;0;0;1;1;0;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;De 1501 € à 2000 €;0;0;0;0;0;1;90;Appartement1;Appartement1
700;9.333333333333334;75;21004E74-;2020;Appartement1;2;4;0;0;0;0;0;0;1;4;4;7;4;4;4;4;4;4;2;4;4;4;4;2;Refus de répondre;0;0;0;1;0;1;75;Appartement1;Appartement1
500;12.5;40;21004E74-;2020;Appartement0;2;4;0;0;0;0;1;0;0;6;6;6;6;6;6;4;4;4;3;3;3;3;3;3;De 1501 € à 2000 €;1;0;0;0;0;0;40;Appartement0;Studio_Appartement0
730;11.23076923076923;65;21004E74-;2020;Appartement1;1;3;0;0;0;0;1;0;1;3;2;2;3;3;1;1;2;1;2;3;3;4;4;2;Refus de répondre;0;0;0;0;0;1;65;Appartement1;Appartement1
700;17.5;40;21004E74-;2020;Appartement1;1;3;0;0;0;0;1;0;0;2;4;2;3;4;3;3;2;2;4;4;3;4;4;4;De 2001 € à 2500 €;0;0;0;0;0;1;40;Appartement1;Appartement1
575;16.428571428571427;35;21004E74-;2020;Appartement1;2;4;0;0;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Ne sait pas;0;0;0;0;0;1;35;Appartement1;Appartement1
435;10.357142857142858;42;21004E74-;2020;Appartement1;2;4;0;0;0;0;0;0;1;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;De 500 € à 1000 €;0;0;0;0;0;1;42;Appartement1;Appartement1
600;10.909090909090908;55;21004E74-;2020;Appartement2;1;5;0;0;0;1;0;0;1;4;4;3;4;4;1;2;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;2;55;Appartement2;Appartement2
500;11.904761904761905;42;21004E74-;2020;Appartement1;2;4;0;0;1;0;0;0;0;5;5;5;5;5;5;2;3;5;5;5;5;5;5;5;Ne sait pas;0;0;0;1;0;1;42;Appartement1;Appartement1
430;6.142857142857143;70;21004E74-;2020;Appartement2;2;3;0;0;0;1;0;0;1;4;4;3;3;3;4;2;2;3;4;4;4;4;3;3;De 2001 € à 2500 €;0;0;0;0;0;2;70;Appartement2;Appartement2
550;11;50;21004E74-;2020;Appartement2;1;1;0;0;0;0;0;0;0;3;3;3;1;1;2;1;3;3;1;1;3;2;3;3;De 1501 € à 2000 €;0;0;0;1;0;2;50;Appartement2;Appartement2
680;13.6;50;21004E74-;2020;Appartement2;2;2;0;0;0;0;1;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;De 1001 € à 1500 €;1;2;1;1;0;2;50;Appartement2;Appartement2
750;10.714285714285714;70;21004E74-;2020;Appartement3;1;1;0;0;NA;0;0;0;0;2;2;1;2;3;1;1;7;3;3;3;4;1;1;3;De 1501 € à 2000 €;1;0;0;0;0;3;70;Appartement3;Appartement3
820;16.4;50;21004E74-;2020;Appartement2;1;4;0;0;1;0;1;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;1;1;0;1;0;2;50;Appartement2;Appartement2
440;6.285714285714286;70;21004E74-;2020;Appartement2;2;3;0;0;1;0;0;0;1;4;4;3;3;3;4;7;2;4;4;2;4;4;4;4;De 2001 € à 2500 €;0;0;0;0;0;2;70;Appartement2;Appartement2
700;17.5;40;21004E74-;2020;Appartement2;2;2;0;0;0;0;1;0;1;6;7;3;3;7;2;2;2;3;3;4;4;1;3;3;De 1001 € à 1500 €;2;0;0;0;0;2;40;Appartement2;Appartement2
650;10;65;21004E74-;2020;Appartement2;1;3;0;0;0;0;1;0;1;3;3;6;3;6;2;1;2;3;3;3;3;3;3;3;De 1501 € à 2000 €;0;0;1;0;0;2;65;Appartement2;Appartement2
650;12.264150943396226;53;21004E74-;2020;Appartement2;1;5;0;0;1;1;1;0;1;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;Refus de répondre;0;0;0;0;0;2;53;Appartement2;Appartement2
1200;10.909090909090908;110;21004E74-;2020;Appartement3;2;4;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 500 € à 1000 €;0;0;0;0;0;3;110;Appartement3;Appartement3
850;8.095238095238095;105;21004E101;2020;Appartement2;3;5;0;0;0;0;0;0;1;5;6;2;6;6;5;3;3;6;3;3;3;5;5;4;De 2001 € à 2500 €;1;0;0;1;0;2;105;Appartement2;Appartement2
630;9.402985074626866;67;21004E101;2020;Appartement1;1;3;0;0;NA;0;0;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;Refus de répondre;3;0;0;1;0;1;67;Appartement1;Appartement1
600;5;120;21004E101;2020;Appartement3;2;4;0;0;0;0;1;0;1;4;4;5;5;5;5;3;2;4;3;4;5;3;3;3;De 1001 € à 1500 €;1;2;0;1;0;3;120;Appartement3;Appartement3
500;8.333333333333334;60;21004E101;2020;Appartement2;2;3;0;0;0;0;1;1;1;4;4;4;4;3;3;3;3;4;2;3;3;3;6;4;De 1001 € à 1500 €;1;1;0;0;0;2;60;Appartement2;Appartement2
890;12.36111111111111;72;21004E101;2020;Appartement2;2;5;0;1;NA;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;0;1;0;0;0;2;72;Appartement2;Appartement2
600;9.23076923076923;65;21004E101;2020;Appartement1;1;4;0;0;0;0;0;0;0;4;4;4;4;4;4;4;3;5;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;0;0;1;65;Appartement1;Appartement1
500;6.666666666666667;75;21004E101;2020;Appartement2;2;2;0;0;0;1;0;0;0;4;6;6;3;3;4;2;1;4;1;2;3;5;2;2;De 2001 € à 2500 €;1;1;0;1;0;2;75;Appartement2;Appartement2
450;9;50;21004E101;2020;Appartement1;1;3;0;0;0;0;1;0;1;4;4;5;4;4;3;3;3;4;3;3;4;4;3;3;De 2001 € à 2500 €;2;0;1;0;0;1;50;Appartement1;Appartement1
700;11.666666666666666;60;21004E101;2020;Appartement1;2;3;0;0;0;0;1;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;De 2001 € à 2500 €;0;0;1;0;0;1;60;Appartement1;Appartement1
625;25;25;21004E101;2020;Appartement0;2;5;0;1;0;0;0;0;0;4;7;7;7;4;4;5;5;5;4;4;4;4;4;4;Plus de 3500 €;0;0;0;0;0;0;25;Appartement0;Studio_Appartement0
700;8.75;80;21004E101;2020;Appartement2;2;1;0;0;1;0;1;0;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;De 1501 € à 2000 €;1;0;0;1;0;2;80;Appartement2;Appartement2
350;4.666666666666667;75;21004E101;2020;Appartement2;1;5;0;0;0;0;0;0;1;5;5;5;4;5;6;5;5;5;5;4;5;5;5;5;De 1501 € à 2000 €;2;0;0;1;0;2;75;Appartement2;Appartement2
450;6;75;21004E101;2020;Appartement1;2;4;0;0;0;0;1;0;1;5;5;5;4;5;6;5;5;5;3;3;3;5;5;6;De 2001 € à 2500 €;1;1;0;1;0;1;75;Appartement1;Appartement1
700;11.666666666666666;60;21004E112;2020;Appartement1;2;2;0;0;0;0;0;1;0;2;3;3;2;2;2;4;1;2;1;4;4;2;1;2;Plus de 3500 €;0;0;0;0;0;1;60;Appartement1;Appartement1
800;5.714285714285714;140;21004E70-;2020;Appartement3;1;5;1;0;0;0;1;0;1;5;6;5;5;5;5;5;5;6;5;5;4;4;5;4;Plus de 3500 €;0;0;0;0;0;3;140;Appartement3;Appartement3
750;8.333333333333334;90;21004E70-;2020;Appartement2;1;4;0;0;NA;0;0;0;1;4;4;5;5;5;5;3;2;5;4;5;5;5;5;5;Refus de répondre;0;2;0;0;0;2;90;Appartement2;Appartement2
700;6.363636363636363;110;21004E70-;2020;Appartement2;2;3;0;0;0;0;0;0;1;4;4;4;4;3;3;4;3;4;4;4;4;4;4;4;Moins de 500 €;0;0;0;0;0;2;110;Appartement2;Appartement2
530;8.833333333333334;60;21004E70-;2020;Appartement1;2;5;0;0;0;0;1;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;1;60;Appartement1;Appartement1
600;4.615384615384615;130;21004E70-;2020;Appartement2;1;3;0;0;0;0;0;0;1;4;4;4;4;3;4;3;2;4;4;4;4;3;3;3;De 1001 € à 1500 €;0;0;0;0;0;2;130;Appartement2;Appartement2
400;6.666666666666667;60;21004E70-;2020;Appartement1;2;4;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;1;60;Appartement1;Appartement1
1400;8.75;160;21004E70-;2020;Appartement4;2;2;1;0;1;0;0;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;4;160;Appartement4;Appartement4
700;7.777777777777778;90;21004E70-;2020;Appartement2;3;5;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;2;1;0;1;0;2;90;Appartement2;Appartement2
872.8;8.728;100;21004E70-;2020;Appartement2;1;3;1;0;0;0;0;0;1;4;4;3;3;3;2;1;2;3;3;2;2;3;3;1;De 1501 € à 2000 €;0;1;1;0;0;2;100;Appartement2;Appartement2
805;8.05;100;21004E70-;2020;Appartement2;1;2;1;0;0;0;0;0;0;4;4;4;4;3;1;1;2;4;4;3;4;4;4;4;De 1501 € à 2000 €;0;1;1;0;0;2;100;Appartement2;Appartement2
600;7.5;80;21004E70-;2020;Appartement3;2;2;0;0;1;0;0;0;1;3;2;2;3;2;2;4;4;4;4;4;4;4;4;4;Moins de 500 €;1;0;2;1;0;3;80;Appartement3;Appartement3
890;7.416666666666667;120;21004E70-;2020;Appartement2;2;4;0;1;0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;1;0;2;120;Appartement2;Appartement2
470;23.5;20;21004E70-;2020;Appartement0;2;4;0;0;1;1;1;0;0;4;7;7;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;0;20;Appartement0;Studio_Appartement0
907;16.490909090909092;55;21004E70-;2020;Appartement2;1;5;0;0;NA;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;2;0;0;1;0;2;55;Appartement2;Appartement2
700;18.91891891891892;37;21004E70-;2020;Appartement2;1;3;0;0;0;0;0;0;0;3;4;4;3;3;3;3;3;3;3;3;3;4;3;3;De 1501 € à 2000 €;2;0;1;0;0;2;37;Appartement2;Appartement2
730;13.272727272727273;55;21004E70-;2020;Appartement4;2;4;0;0;0;0;0;0;1;4;3;4;6;6;6;6;4;5;3;3;3;5;5;4;De 2501 € à 3000 €;1;1;1;1;0;5;55;Appartement4;Appartement4
800;22.857142857142858;35;21004E70-;2020;Appartement2;2;3;0;0;0;0;1;0;1;4;4;4;5;4;4;4;4;5;4;4;4;4;4;5;Ne sait pas;0;0;1;1;0;2;35;Appartement2;Appartement2
772;17.155555555555555;45;21004E70-;2020;Appartement2;2;3;0;0;0;0;0;0;1;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;2;45;Appartement2;Appartement2
340;28.333333333333332;12;21004E70-;2020;NA;1;4;NA;NA;NA;0;NA;0;NA;4;4;4;4;4;3;6;6;5;5;3;4;5;6;7;De 500 € à 1000 €;0;0;0;0;0;NA;12;NA;NA
340;34;10;21004E70-;2020;NA;2;5;NA;NA;0;0;NA;0;NA;4;4;4;4;4;4;5;5;4;4;4;4;4;4;5;De 500 € à 1000 €;0;0;0;0;0;NA;10;NA;NA
340;34;10;21004E70-;2020;NA;2;4;NA;NA;0;0;NA;0;NA;4;5;4;4;5;4;5;5;4;4;4;4;4;4;5;De 500 € à 1000 €;0;0;0;0;0;NA;10;NA;NA
900;7.5;120;21004E72-;2020;Appartement3;2;5;0;1;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 2001 € à 2500 €;1;1;0;1;0;3;120;Appartement3;Appartement3
1100;11.578947368421053;95;21004E72-;2020;Appartement2;2;4;0;0;0;0;1;0;0;4;4;4;3;3;4;3;4;3;4;4;2;4;4;4;De 2501 € à 3000 €;0;0;0;0;0;2;95;Appartement2;Appartement2
950;9.5;100;21004E72-;2020;Appartement3;3;5;0;0;0;0;0;0;0;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;Plus de 3500 €;0;1;2;1;0;3;100;Appartement3;Appartement3
600;15;40;21004E72-;2020;Appartement0;2;2;0;0;0;1;0;0;1;1;4;3;3;3;3;3;3;2;3;3;3;2;3;3;De 1001 € à 1500 €;0;0;0;0;0;0;40;Appartement0;Studio_Appartement0
1200;5.217391304347826;230;21004E72-;2020;Appartement4;1;3;1;0;NA;0;0;0;1;4;4;6;6;3;3;3;2;3;3;3;4;4;4;3;Refus de répondre;1;1;0;1;0;4;230;Appartement4;Appartement4
600;15;40;21004E72-;2020;Appartement1;1;2;0;0;1;0;0;0;1;3;3;7;3;3;3;3;3;3;3;3;3;3;2;3;De 1001 € à 1500 €;0;0;0;0;1;1;40;Appartement1;Appartement1
750;12.5;60;21004E72-;2020;Appartement2;1;4;0;1;0;0;0;0;1;4;4;4;4;4;4;3;3;4;4;4;5;3;4;3;De 1501 € à 2000 €;1;2;0;0;0;2;60;Appartement2;Appartement2
885;9.619565217391305;92;21004E72-;2020;Appartement2;1;4;0;0;NA;0;0;0;1;3;4;3;6;3;3;4;3;4;3;4;4;4;3;3;Refus de répondre;0;2;0;1;0;2;92;Appartement2;Appartement2
750;11.71875;64;21004E72-;2020;Appartement2;1;3;0;0;0;0;0;0;0;3;2;3;4;5;5;4;2;3;3;3;4;4;3;3;De 2001 € à 2500 €;3;0;0;0;0;2;64;Appartement2;Appartement2
650;10;65;21004E72-;2020;Appartement2;2;5;0;0;0;0;1;0;0;5;5;5;5;4;5;4;4;6;4;5;4;5;5;4;De 500 € à 1000 €;1;0;0;0;0;2;65;Appartement2;Appartement2
750;11.538461538461538;65;21004E72-;2020;Appartement2;2;4;0;0;0;0;0;0;0;3;3;4;4;3;4;6;4;4;3;3;4;4;4;2;De 1001 € à 1500 €;3;0;0;0;0;2;65;Appartement2;Appartement2
1000;20;50;21004E72-;2020;Appartement3;1;5;0;0;NA;0;1;0;0;5;5;5;5;5;5;7;4;5;5;5;3;5;5;5;Ne sait pas;0;2;0;1;0;3;50;Appartement3;Appartement3
645;18.428571428571427;35;21004E72-;2020;Appartement1;2;4;0;0;0;0;1;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1501 € à 2000 €;1;0;0;0;0;1;35;Appartement1;Appartement1
500;10;50;21004E72-;2020;Appartement1;2;3;0;0;0;0;1;0;1;4;4;4;4;4;4;3;1;4;4;1;4;4;4;4;De 1501 € à 2000 €;0;0;0;0;0;1;50;Appartement1;Appartement1
480;12;40;21004E72-;2020;Appartement1;1;1;0;0;0;1;1;0;0;2;2;1;3;1;2;1;5;3;4;1;1;1;2;4;De 1001 € à 1500 €;1;0;0;0;0;1;40;Appartement1;Appartement1
700;23.333333333333332;30;21004E72-;2020;Appartement2;2;5;0;0;0;0;0;0;1;4;4;4;5;4;5;4;4;4;4;4;4;5;4;4;De 2001 € à 2500 €;2;2;0;1;0;2;30;Appartement2;Appartement2
650;10;65;21004E73-;2020;Appartement2;2;4;0;0;NA;0;0;0;0;5;5;5;5;5;3;2;3;5;5;4;5;5;5;5;Refus de répondre;0;1;0;1;1;2;65;Appartement2;Appartement2
471.67;9.4334;50;21004E73-;2020;Appartement1;2;2;0;0;0;0;0;0;1;1;6;7;2;6;5;7;5;3;4;4;7;3;2;3;De 1001 € à 1500 €;0;0;0;0;0;1;50;Appartement1;Appartement1
860;17.2;50;21004E73-;2020;Appartement2;1;4;0;0;0;0;1;0;0;3;3;3;4;3;3;3;3;3;3;3;7;3;3;3;De 1001 € à 1500 €;0;0;2;0;0;2;50;Appartement2;Appartement2
600;7.5;80;21004E73-;2020;Appartement2;2;3;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;1;4;4;4;4;1;De 1501 € à 2000 €;4;0;0;0;0;2;80;Appartement2;Appartement2
1140;14.25;80;21004E73-;2020;Appartement3;1;3;0;0;NA;0;1;0;0;4;3;2;3;2;3;3;3;3;2;3;4;3;3;4;De 2001 € à 2500 €;0;0;0;0;0;3;80;Appartement3;Appartement3
800;11.428571428571429;70;21004E73-;2020;Appartement2;1;3;0;0;0;0;0;0;0;3;3;3;4;2;3;2;3;4;3;3;3;4;4;2;De 1001 € à 1500 €;0;2;1;1;0;2;70;Appartement2;Appartement2
422;12.411764705882353;34;21004E73-;2020;Appartement1;2;4;0;0;NA;0;0;0;1;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;De 500 € à 1000 €;0;0;0;0;0;1;34;Appartement1;Appartement1
650;16.25;40;21004E73-;2020;Appartement1;1;4;0;0;0;0;0;0;1;4;5;4;4;5;3;4;1;5;5;5;5;5;5;5;Refus de répondre;1;0;0;0;0;1;40;Appartement1;Appartement1
900;15;60;21004E73-;2020;Appartement2;1;2;0;0;0;0;1;0;1;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3;De 500 € à 1000 €;0;0;2;0;0;2;60;Appartement2;Appartement2
750;7.5;100;21004D600;2020;Appartement2;2;3;0;0;NA;0;0;0;1;3;3;6;3;3;4;3;4;4;3;4;4;3;3;3;Refus de répondre;0;0;1;0;0;2;100;Appartement2;Appartement2
750;8.333333333333334;90;21004D610;2020;Appartement2;3;4;0;0;0;0;1;0;0;4;7;7;4;4;4;4;4;4;4;4;4;4;4;4;De 2001 € à 2500 €;0;0;0;0;0;2;90;Appartement2;Appartement2
900;8.333333333333334;108;21004D610;2020;Appartement2;3;5;0;0;0;0;0;0;1;5;7;7;7;5;5;5;5;5;5;5;5;5;5;5;Plus de 3500 €;0;0;0;1;0;2;108;Appartement2;Appartement2
825;8.25;100;21004D610;2020;Appartement3;3;5;1;0;0;0;0;0;1;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;De 2001 € à 2500 €;1;1;1;0;0;3;100;Appartement3;Appartement3
950;10.555555555555555;90;21004D610;2020;Appartement4;2;4;0;0;0;0;1;0;0;4;4;3;4;4;4;5;6;4;4;4;3;4;4;2;Refus de répondre;2;2;0;1;0;4;90;Appartement4;Appartement4
800;10.666666666666666;75;21004D610;2020;Appartement1;2;3;0;0;0;0;1;0;1;2;3;2;3;2;1;1;1;3;3;3;3;4;2;1;De 3001 € à 3500 €;1;0;0;1;0;1;75;Appartement1;Appartement1
600;17.142857142857142;35;21004D610;2020;Appartement1;2;4;0;0;0;0;1;0;1;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;De 2001 € à 2500 €;2;0;0;1;0;1;35;Appartement1;Appartement1
550;12.222222222222221;45;21004D610;2020;Appartement1;2;3;0;0;0;0;0;0;1;4;4;4;4;4;3;3;2;4;4;3;3;3;3;3;De 1001 € à 1500 €;2;0;0;1;0;1;45;Appartement1;Appartement1
565;10.272727272727273;55;21004D610;2020;Appartement1;2;4;0;0;0;0;0;0;1;4;4;4;4;4;3;3;2;4;3;3;2;3;3;2;De 1001 € à 1500 €;2;0;0;0;0;1;55;Appartement1;Appartement1
500;14.285714285714286;35;21004D610;2020;Appartement1;2;4;0;0;0;0;1;0;1;4;4;4;4;4;3;2;2;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;1;0;0;1;35;Appartement1;Appartement1
350;29.166666666666668;12;21004D610;2020;NA;2;5;NA;NA;0;0;NA;0;NA;5;5;4;5;4;5;4;4;4;4;5;4;3;5;4;Moins de 500 €;0;0;0;0;0;NA;12;NA;NA
550;5.5;100;21004D62-;2020;Appartement2;2;3;0;0;0;0;0;0;1;4;4;4;3;2;3;3;3;3;4;4;4;4;4;4;De 2001 € à 2500 €;1;1;0;0;0;2;100;Appartement2;Appartement2
780;11.142857142857142;70;21004D62-;2020;Appartement1;1;2;0;0;0;0;1;0;0;4;4;4;3;3;3;2;2;4;2;2;2;3;3;2;Refus de répondre;1;0;0;1;0;1;70;Appartement1;Appartement1
1247;13.126315789473685;95;21004D62-;2020;Appartement2;2;3;0;0;0;1;0;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;2;0;2;95;Appartement2;Appartement2
300;5;60;21004D62-;2020;Appartement1;2;4;0;0;0;0;0;0;0;5;2;4;5;4;4;4;4;4;4;4;4;4;4;4;De 500 € à 1000 €;0;0;0;0;0;1;60;Appartement1;Appartement1
850;21.25;40;21004D62-;2020;Appartement0;2;4;0;0;0;0;1;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;0;40;Appartement0;Studio_Appartement0
600;7.894736842105263;76;21004D62-;2020;Appartement2;2;5;0;0;0;0;0;0;1;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;De 1001 € à 1500 €;1;0;0;1;0;2;76;Appartement2;Appartement2
475;6.785714285714286;70;21004D62-;2020;Appartement1;2;4;0;0;0;1;0;0;1;3;3;4;5;5;5;4;4;3;3;4;5;5;5;5;De 1001 € à 1500 €;0;0;0;2;0;1;70;Appartement1;Appartement1
500;10;50;21004D62-;2020;Appartement1;2;3;0;0;0;0;1;0;0;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;1;50;Appartement1;Appartement1
750;7.5;100;21004D62-;2020;Appartement2;2;2;0;0;0;0;1;0;0;4;4;4;4;4;4;4;3;4;4;4;2;4;4;4;De 2001 € à 2500 €;0;0;0;0;0;2;100;Appartement2;Appartement2
990;11;90;21004D62-;2020;Appartement2;1;4;0;1;0;0;0;0;1;5;5;3;5;4;2;2;3;4;5;5;4;1;5;5;De 2501 € à 3000 €;0;0;2;1;0;2;90;Appartement2;Appartement2
750;12.5;60;21004D62-;2020;Appartement1;3;4;0;1;0;0;0;0;1;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;0;1;60;Appartement1;Appartement1
550;13.75;40;21004D62-;2020;Appartement1;1;4;0;0;0;0;0;0;0;5;5;5;4;5;4;4;3;5;5;4;3;4;5;4;De 1001 € à 1500 €;0;0;0;0;0;1;40;Appartement1;Appartement1
600;15;40;21004D62-;2020;Appartement1;2;3;0;0;0;0;0;0;0;3;3;6;4;3;4;3;3;2;3;3;3;3;3;2;De 500 € à 1000 €;0;0;0;0;0;1;40;Appartement1;Appartement1
600;15;40;21004D62-;2020;Appartement1;1;2;0;0;1;1;0;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;De 500 € à 1000 €;0;0;0;0;0;1;40;Appartement1;Appartement1
475;11.875;40;21004D62-;2020;Appartement1;2;3;0;0;0;0;0;0;1;3;3;3;4;3;3;4;4;4;4;3;3;3;3;3;De 1001 € à 1500 €;0;0;0;0;0;1;40;Appartement1;Appartement1
500;16.666666666666668;30;21004D62-;2020;Appartement1;1;4;0;0;0;0;1;0;0;4;3;3;3;3;3;3;4;4;4;4;3;5;5;5;De 3001 € à 3500 €;0;0;0;0;0;1;30;Appartement1;Appartement1
1000;11.11111111111111;90;21004D62-;2020;Appartement3;2;4;0;0;0;0;0;0;0;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;De 1001 € à 1500 €;2;2;0;0;0;3;90;Appartement3;Appartement3
780;8.666666666666666;90;21004D64-;2020;Appartement2;2;2;0;0;0;0;1;0;0;2;3;7;3;2;3;2;2;3;3;3;3;3;3;3;De 2001 € à 2500 €;3;0;1;0;0;2;90;Appartement2;Appartement2
600;8.571428571428571;70;21004D64-;2020;Appartement1;2;3;0;0;0;0;0;0;1;4;4;3;4;5;5;4;4;5;5;5;5;5;5;5;Refus de répondre;2;0;0;0;0;1;70;Appartement1;Appartement1
525;6.5625;80;21004D64-;2020;Appartement1;2;2;0;0;0;1;1;0;0;2;2;2;2;2;2;4;2;1;2;2;2;2;2;2;De 1501 € à 2000 €;0;0;0;0;0;1;80;Appartement1;Appartement1
750;7.5;100;21004D672;2020;Appartement2;2;5;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;0;0;0;0;0;2;100;Appartement2;Appartement2
950;12.666666666666666;75;21004D672;2020;Appartement2;2;3;0;1;1;0;0;0;0;2;4;4;4;4;4;2;3;4;4;4;4;4;4;4;Plus de 3500 €;0;0;0;0;0;2;75;Appartement2;Appartement2
450;30;15;21004D672;2020;NA;2;4;NA;NA;0;0;NA;0;NA;5;5;2;2;3;5;4;4;5;4;5;5;5;5;5;De 500 € à 1000 €;0;0;0;0;0;NA;15;NA;NA
750;7.5;100;21015A43-;2020;Appartement2;1;4;0;0;0;0;0;0;0;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;Refus de répondre;1;0;0;1;0;2;100;Appartement2;Appartement2
910;10.11111111111111;90;21015A43-;2020;Appartement2;2;3;0;1;0;0;0;0;1;3;3;4;3;3;3;4;4;3;4;4;4;5;5;4;De 2501 € à 3000 €;1;1;0;1;0;2;90;Appartement2;Appartement2
825;13.75;60;21015A43-;2020;Appartement1;2;4;0;0;0;0;1;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 2001 € à 2500 €;0;0;1;0;0;1;60;Appartement1;Appartement1
510;15.9375;32;21015A43-;2020;Appartement1;2;4;0;0;1;0;0;0;1;5;7;7;7;4;4;3;3;7;3;3;3;5;4;4;De 3001 € à 3500 €;0;0;0;1;0;1;32;Appartement1;Appartement1
700;17.5;40;21015A43-;2020;Appartement1;1;1;0;0;1;0;0;0;0;2;2;2;2;3;1;2;2;3;2;2;3;2;3;3;De 1501 € à 2000 €;0;0;0;0;0;1;40;Appartement1;Appartement1
900;7.5;120;21015A44-;2020;Appartement3;2;5;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 2501 € à 3000 €;1;3;0;1;0;3;120;Appartement3;Appartement3
620;8.266666666666667;75;21015A44-;2020;Appartement2;2;3;0;0;0;1;0;0;1;4;3;3;4;3;3;2;2;4;4;3;3;3;3;3;De 1501 € à 2000 €;4;0;0;1;0;2;75;Appartement2;Appartement2
